Plurals              Percentages 
confusions           8.33333333333 
Bushes               6.66666666667 
tests                32.7380952381 
worlds               0.723589001447 
repulsions           66.6666666667 
diehards             50.0 
commencements        25.0 
works                9.90888382688 
Samples              3.50877192982 
interludes           33.3333333333 
deviants             40.0 
poseurs              50.0 
Non-Catholics        33.3333333333 
Crosbys              16.6666666667 
dunes                87.5 
hemorrhages          16.6666666667 
ironies              7.69230769231 
kidnappers           50.0 
panes                50.0 
Temperatures         0.757575757576 
simples              0.62893081761 
boards               20.0934579439 
follies              25.0 
thuds                25.0 
blessings            16.6666666667 
Questions            1.57480314961 
ropes                21.0526315789 
backbends            50.0 
studios              6.66666666667 
billions             8.82352941176 
termini              60.0 
Scientists           27.2727272727 
knuckles             63.6363636364 
legends              27.7777777778 
utopias              16.6666666667 
prospects            48.9795918367 
vegetables           60.0 
rushes               4.34782608696 
two-by-fours         50.0 
Arabians             50.0 
Jeffersonians        66.6666666667 
Protons              25.0 
preparations         21.3114754098 
Representatives      2.43902439024 
shields              20.0 
photocathodes        22.2222222222 
stratagems           50.0 
princes              25.0 
mists                15.3846153846 
variations           37.2549019608 
judiciaries          33.3333333333 
Raphaels             20.0 
Discussions          1.11111111111 
minutes              78.1376518219 
Correlations         5.88235294118 
rabbits              26.6666666667 
deaths               2.9304029304 
brochures            50.0 
periods              15.1612903226 
barnyards            50.0 
Jars                 5.88235294118 
identities           15.3846153846 
proceeds             57.1428571429 
tarpaulins           50.0 
Marches              3.47826086957 
postmen              50.0 
ellipses             66.6666666667 
dresses              11.8421052632 
convicts             40.0 
detractors           50.0 
nozzles              42.8571428571 
panoramas            20.0 
mediocrities         50.0 
hikes                50.0 
proctors             20.0 
experimenters        44.4444444444 
accidents            19.512195122 
legacies             16.6666666667 
elegances            10.0 
hats                 20.5882352941 
bunkmates            50.0 
facilities           89.4230769231 
martinis             28.5714285714 
Earthquakes          18.1818181818 
replacements         9.09090909091 
patches              43.4782608696 
crises               21.6494845361 
bureaucrats          50.0 
dales                20.0 
rascals              50.0 
legislators          69.5652173913 
monkeys              10.0 
pagodas              50.0 
barracks             25.0 
Europeans            8.77192982456 
leaders              61.6279069767 
disciplines          12.9032258065 
estimates            37.9310344828 
parapets             50.0 
friendships          13.3333333333 
expressions          15.2173913043 
organisms            53.8461538462 
filibusters          25.0 
causes               15.1351351351 
Satellites           12.5 
supplies             23.9436619718 
streetcars           13.3333333333 
electroshocks        33.3333333333 
orgies               66.6666666667 
shills               50.0 
ramps                14.2857142857 
